rank,song,artist,last-week,peak-rank,weeks-on-board,date
4,Bent,matchbox twenty,4,1,22,2000-09-23
5,Incomplete,Sisqo,5,1,14,2000-09-23
6,Kryptonite,3 Doors Down,6,6,25,2000-09-23
7,(Hot S**t) Country Grammar,Nelly,7,7,22,2000-09-23
8,I Wanna Know,Joe,9,4,39,2000-09-23
9,Come On Over Baby (All I Want Is You),Christina Aguilera,11,9,8,2000-09-23
10,No More,Ruff Endz,8,5,13,2000-09-23
11,With Arms Wide Open,Creed,19,11,20,2000-09-23
12,Wifey,Next,10,7,18,2000-09-23
13,He Wasn't Man Enough,Toni Braxton,14,2,28,2000-09-23
14,Absolutely (Story Of A Girl),Nine Days,12,6,21,2000-09-23
15,Most Girls,P!nk,21,15,7,2000-09-23
16,I Need You,LeAnn Rimes,13,11,18,2000-09-23
17,Back Here,BBMak,18,13,22,2000-09-23
18,It's Gonna Be Me,'N Sync,15,1,21,2000-09-23
19,Give Me Just One Night (Una Noche),98 Degrees,26,19,6,2000-09-23
20,Bounce With Me,Lil Bow Wow Featuring Xscape,20,20,6,2000-09-23
21,Higher,Creed,17,7,47,2000-09-23
22,Shake Ya Ass,Mystikal,25,22,7,2000-09-23
23,Try Again,Aaliyah,16,1,28,2000-09-23
24,Let's Get Married,Jagged Edge,23,11,21,2000-09-23
25,Wonderful,Everclear,28,22,12,2000-09-23
26,Desert Rose,Sting Featuring Cheb Mami,24,17,20,2000-09-23
27,Faded,SoulDecision Featuring Thrust,22,22,12,2000-09-23
28,That's The Way,Jo Dee Messina,30,25,14,2000-09-23
29,Everything You Want,Vertical Horizon,27,1,36,2000-09-23
30,Lucky,Britney Spears,29,23,7,2000-09-23
31,Case Of The Ex (Whatcha Gonna Do),Mya,42,31,6,2000-09-23
32,Liar,Profyle,52,32,2,2000-09-23
33,Don't Think I'm Not,Kandi,36,33,8,2000-09-23
34,Just Be A Man About It,Toni Braxton,34,32,9,2000-09-23
35,Aaron's Party (Come Get It),Aaron Carter,35,35,5,2000-09-23
36,It's My Life,Bon Jovi,45,36,7,2000-09-23
37,You're A God,Vertical Horizon,41,37,5,2000-09-23
38,Breathe,Faith Hill,31,2,47,2000-09-23
39,Purest Of Pain (A Puro Dolor),Son By Four,32,26,25,2000-09-23
40,You Sang To Me,Marc Anthony,33,2,31,2000-09-23
41,There You Go,P!nk,39,7,30,2000-09-23
42,Bag Lady,Erykah Badu,48,41,6,2000-09-23
43,What About Now,Lonestar,37,30,16,2000-09-23
44,I Will...But,SHeDAISY,43,43,11,2000-09-23
45,Callin' Me,Lil' Zane Featuring 112,46,21,9,2000-09-23
46,The Way You Love Me,Faith Hill,,35,21,2000-09-23
47,It Must Be Love,Alan Jackson,40,37,14,2000-09-23
48,Dance With Me,Debelah Morgan,50,48,9,2000-09-23
49,What You Want,DMX Featuring Sisqo,55,49,13,2000-09-23
50,The Next Episode,Dr. Dre Featuring Snoop Dogg,47,23,18,2000-09-23
51,The Light,Common,49,44,8,2000-09-23
52,Kiss This,Aaron Tippin,53,52,5,2000-09-23
53,Go On,George Strait,56,53,5,2000-09-23
54,Who Let The Dogs Out,Baha Men,54,54,10,2000-09-23
55,Your Everything,Keith Urban,51,51,11,2000-09-23
56,Best Of Intentions,Travis Tritt,63,56,6,2000-09-23
57,I Think I'm In Love With You,Jessica Simpson,38,21,13,2000-09-23
58,Country Comes To Town,Toby Keith,59,58,8,2000-09-23
59,The Way I Am,Eminem,65,59,5,2000-09-23
60,Let's Make Love,Faith Hill With Tim McGraw,60,60,7,2000-09-23
61,One Voice,Billy Gilman,44,38,15,2000-09-23
62,What'Chu Like,Da Brat Featuring Tyrese,58,26,17,2000-09-23
63,It's Always Somethin',Joe Diffie,57,57,7,2000-09-23
64,The Little Girl,John Michael Montgomery,67,64,3,2000-09-23
65,Gotta Tell You,Samantha Mumba,72,65,3,2000-09-23
66,Last Resort,Papa Roach,61,61,9,2000-09-23
67,Treat Her Like A Lady,Joe,68,63,8,2000-09-23
68,Open My Heart,Yolanda Adams,69,68,5,2000-09-23
69,Pinch Me,Barenaked Ladies,76,69,3,2000-09-23
70,Deep Inside Of You,Third Eye Blind,70,70,4,2000-09-23
71,You'll Always Be Loved By Me,Brooks & Dunn,62,55,16,2000-09-23
72,I Hope You Dance,Lee Ann Womack,64,32,20,2000-09-23
73,Feels Like Love,Vince Gill,74,73,4,2000-09-23
74,Between Me And You,Ja Rule Featuring Christina Milian,85,74,2,2000-09-23
75,There You Are,Martina McBride,75,75,3,2000-09-23
76,My Baby You,Marc Anthony,82,76,2,2000-09-23
77,I Wanna Be With You,Mandy Moore,66,24,15,2000-09-23
78,Independent Women Part I,Destiny's Child,,78,1,2000-09-23
79,Can't Fight The Moonlight,LeAnn Rimes,71,71,3,2000-09-23
80,Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,83,80,7,2000-09-23
81,Whatever,Ideal Featuring Lil' Mo,73,47,16,2000-09-23
82,Summer Rain,Carl Thomas,,82,1,2000-09-23
83,Taking You Home,Don Henley,79,58,14,2000-09-23
84,Change Your Mind,Sister Hazel,78,59,11,2000-09-23
85,Californication,Red Hot Chili Peppers,84,72,9,2000-09-23
86,Can't Go For That,Tamia,90,86,2,2000-09-23
87,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,81,52,15,2000-09-23
88,Don't Call Me Baby,Madison Avenue,88,88,12,2000-09-23
89,I Will Love Again,Lara Fabian,80,32,16,2000-09-23
90,Bad Boyz,Shyne Featuring Barrington Levy,87,87,3,2000-09-23
91,You Should've Told Me,Kelly Price,,91,1,2000-09-23
92,Dance Tonight,Lucy Pearl,86,36,19,2000-09-23
93,That's The Kind Of Mood I'm In,Patty Loveless,98,93,2,2000-09-23
94,Sour Girl,Stone Temple Pilots,91,78,12,2000-09-23
95,I Disappear,Metallica,89,76,20,2000-09-23
96,Pull Over,Trina,93,93,3,2000-09-23
97,You Won't Be Lonely Now,Billy Ray Cyrus,,97,1,2000-09-23
98,Simple Kind Of Life,No Doubt,100,38,13,2000-09-23
99,Ta Da,Lil' Mo,95,95,7,2000-09-23
100,I'll Be,Reba McEntire,94,51,20,2000-09-23
1,Music,Madonna,2,1,6,2000-09-16
2,Doesn't Really Matter,Janet,1,1,14,2000-09-16
3,"Jumpin', Jumpin'",Destiny's Child,3,3,19,2000-09-16
4,Bent,matchbox twenty,5,1,21,2000-09-16
5,Incomplete,Sisqo,4,1,13,2000-09-16
6,Kryptonite,3 Doors Down,6,6,24,2000-09-16
7,(Hot S**t) Country Grammar,Nelly,10,7,21,2000-09-16
8,No More,Ruff Endz,8,5,12,2000-09-16
9,I Wanna Know,Joe,9,4,38,2000-09-16
10,Wifey,Next,7,7,17,2000-09-16
11,Come On Over Baby (All I Want Is You),Christina Aguilera,18,11,7,2000-09-16
12,Absolutely (Story Of A Girl),Nine Days,11,6,20,2000-09-16
13,I Need You,LeAnn Rimes,12,11,17,2000-09-16
14,He Wasn't Man Enough,Toni Braxton,16,2,27,2000-09-16
15,It's Gonna Be Me,'N Sync,13,1,20,2000-09-16
16,Try Again,Aaliyah,14,1,27,2000-09-16
17,Higher,Creed,17,7,46,2000-09-16
18,Back Here,BBMak,15,13,21,2000-09-16
19,With Arms Wide Open,Creed,29,19,19,2000-09-16
20,Bounce With Me,Lil Bow Wow Featuring Xscape,24,20,5,2000-09-16
21,Most Girls,P!nk,27,21,6,2000-09-16
22,Faded,SoulDecision Featuring Thrust,22,22,11,2000-09-16
23,Let's Get Married,Jagged Edge,21,11,20,2000-09-16
24,Desert Rose,Sting Featuring Cheb Mami,19,17,19,2000-09-16
25,Shake Ya Ass,Mystikal,34,25,6,2000-09-16
26,Give Me Just One Night (Una Noche),98 Degrees,26,26,5,2000-09-16
27,Everything You Want,Vertical Horizon,20,1,35,2000-09-16
28,Wonderful,Everclear,25,22,11,2000-09-16
29,Lucky,Britney Spears,23,23,6,2000-09-16
30,That's The Way,Jo Dee Messina,28,25,13,2000-09-16
31,Breathe,Faith Hill,31,2,46,2000-09-16
32,Purest Of Pain (A Puro Dolor),Son By Four,30,26,24,2000-09-16
33,You Sang To Me,Marc Anthony,35,2,30,2000-09-16
34,Just Be A Man About It,Toni Braxton,32,32,8,2000-09-16
35,Aaron's Party (Come Get It),Aaron Carter,57,35,4,2000-09-16
36,Don't Think I'm Not,Kandi,42,36,7,2000-09-16
37,What About Now,Lonestar,36,30,15,2000-09-16
38,I Think I'm In Love With You,Jessica Simpson,38,21,12,2000-09-16
39,There You Go,P!nk,39,7,29,2000-09-16
40,It Must Be Love,Alan Jackson,37,37,13,2000-09-16
41,You're A God,Vertical Horizon,43,41,4,2000-09-16
42,Case Of The Ex (Whatcha Gonna Do),Mya,47,42,5,2000-09-16
43,I Will...But,SHeDAISY,45,43,10,2000-09-16
44,One Voice,Billy Gilman,40,38,14,2000-09-16
45,It's My Life,Bon Jovi,48,45,6,2000-09-16
46,Callin' Me,Lil' Zane Featuring 112,33,21,8,2000-09-16
47,The Next Episode,Dr. Dre Featuring Snoop Dogg,46,23,17,2000-09-16
48,Bag Lady,Erykah Badu,41,41,5,2000-09-16
49,The Light,Common,44,44,7,2000-09-16
50,Dance With Me,Debelah Morgan,54,50,8,2000-09-16
51,Your Everything,Keith Urban,53,51,10,2000-09-16
52,Liar,Profyle,,52,1,2000-09-16
53,Kiss This,Aaron Tippin,66,53,4,2000-09-16
54,Who Let The Dogs Out,Baha Men,58,54,9,2000-09-16
55,What You Want,DMX Featuring Sisqo,52,52,12,2000-09-16
56,Go On,George Strait,63,56,4,2000-09-16
57,It's Always Somethin',Joe Diffie,60,57,6,2000-09-16
58,What'Chu Like,Da Brat Featuring Tyrese,49,26,16,2000-09-16
59,Country Comes To Town,Toby Keith,62,59,7,2000-09-16
60,Let's Make Love,Faith Hill With Tim McGraw,67,60,6,2000-09-16
61,Last Resort,Papa Roach,61,61,8,2000-09-16
62,You'll Always Be Loved By Me,Brooks & Dunn,55,55,15,2000-09-16
63,Best Of Intentions,Travis Tritt,70,63,5,2000-09-16
64,I Hope You Dance,Lee Ann Womack,56,32,19,2000-09-16
65,The Way I Am,Eminem,59,59,4,2000-09-16
66,I Wanna Be With You,Mandy Moore,65,24,14,2000-09-16
67,The Little Girl,John Michael Montgomery,81,67,2,2000-09-16
68,Treat Her Like A Lady,Joe,64,63,7,2000-09-16
69,Open My Heart,Yolanda Adams,74,69,4,2000-09-16
70,Deep Inside Of You,Third Eye Blind,73,70,3,2000-09-16
71,Can't Fight The Moonlight,LeAnn Rimes,82,71,2,2000-09-16
72,Gotta Tell You,Samantha Mumba,85,72,2,2000-09-16
73,Whatever,Ideal Featuring Lil' Mo,68,47,15,2000-09-16
74,Feels Like Love,Vince Gill,76,74,3,2000-09-16
75,There You Are,Martina McBride,79,75,2,2000-09-16
76,Pinch Me,Barenaked Ladies,77,76,2,2000-09-16
77,Prayin' For Daylight,Rascal Flatts,72,38,20,2000-09-16
78,Change Your Mind,Sister Hazel,78,59,10,2000-09-16
79,Taking You Home,Don Henley,71,58,13,2000-09-16
80,I Will Love Again,Lara Fabian,80,32,15,2000-09-16
81,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,69,52,14,2000-09-16
82,My Baby You,Marc Anthony,,82,1,2000-09-16
83,Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,83,83,6,2000-09-16
84,Californication,Red Hot Chili Peppers,75,72,8,2000-09-16
85,Between Me And You,Ja Rule Featuring Christina Milian,,85,1,2000-09-16
86,Dance Tonight,Lucy Pearl,84,36,18,2000-09-16
87,Bad Boyz,Shyne Featuring Barrington Levy,94,87,2,2000-09-16
88,Don't Call Me Baby,Madison Avenue,92,88,11,2000-09-16
89,I Disappear,Metallica,95,76,19,2000-09-16
90,Can't Go For That,Tamia,,90,1,2000-09-16
91,Sour Girl,Stone Temple Pilots,93,78,11,2000-09-16
92,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,87,87,3,2000-09-16
93,Pull Over,Trina,97,93,2,2000-09-16
94,I'll Be,Reba McEntire,91,51,19,2000-09-16
95,Ta Da,Lil' Mo,100,95,6,2000-09-16
96,Baby U Are,Gerald Levert,96,89,5,2000-09-16
97,No Matter What They Say,Lil' Kim,90,60,10,2000-09-16
98,That's The Kind Of Mood I'm In,Patty Loveless,,98,1,2000-09-16
99,When You Need My Love,Darryl Worley,86,75,15,2000-09-16
100,Simple Kind Of Life,No Doubt,88,38,12,2000-09-16
1,Doesn't Really Matter,Janet,1,1,13,2000-09-09
2,Music,Madonna,14,2,5,2000-09-09
3,"Jumpin', Jumpin'",Destiny's Child,3,3,18,2000-09-09
4,Incomplete,Sisqo,2,1,12,2000-09-09
5,Bent,matchbox twenty,4,1,20,2000-09-09
6,Kryptonite,3 Doors Down,7,6,23,2000-09-09
7,Wifey,Next,8,7,16,2000-09-09
8,No More,Ruff Endz,5,5,11,2000-09-09
9,I Wanna Know,Joe,6,4,37,2000-09-09
10,(Hot S**t) Country Grammar,Nelly,11,10,20,2000-09-09
11,Absolutely (Story Of A Girl),Nine Days,9,6,19,2000-09-09
12,I Need You,LeAnn Rimes,12,11,16,2000-09-09
13,It's Gonna Be Me,'N Sync,10,1,19,2000-09-09
14,Try Again,Aaliyah,13,1,26,2000-09-09
15,Back Here,BBMak,17,13,20,2000-09-09
16,He Wasn't Man Enough,Toni Braxton,15,2,26,2000-09-09
17,Higher,Creed,16,7,45,2000-09-09
18,Come On Over Baby (All I Want Is You),Christina Aguilera,23,18,6,2000-09-09
19,Desert Rose,Sting Featuring Cheb Mami,19,17,18,2000-09-09
20,Everything You Want,Vertical Horizon,18,1,34,2000-09-09
21,Let's Get Married,Jagged Edge,20,11,19,2000-09-09
22,Faded,SoulDecision Featuring Thrust,25,22,10,2000-09-09
23,Lucky,Britney Spears,26,23,5,2000-09-09
24,Bounce With Me,Lil Bow Wow Featuring Xscape,24,24,4,2000-09-09
25,Wonderful,Everclear,22,22,10,2000-09-09
26,Give Me Just One Night (Una Noche),98 Degrees,34,26,4,2000-09-09
27,Most Girls,P!nk,36,27,5,2000-09-09
28,That's The Way,Jo Dee Messina,31,25,12,2000-09-09
29,With Arms Wide Open,Creed,45,29,18,2000-09-09
30,Purest Of Pain (A Puro Dolor),Son By Four,28,26,23,2000-09-09
31,Breathe,Faith Hill,30,2,45,2000-09-09
32,Just Be A Man About It,Toni Braxton,32,32,7,2000-09-09
33,Callin' Me,Lil' Zane Featuring 112,21,21,7,2000-09-09
34,Shake Ya Ass,Mystikal,41,34,5,2000-09-09
35,You Sang To Me,Marc Anthony,29,2,29,2000-09-09
36,What About Now,Lonestar,35,30,14,2000-09-09
37,It Must Be Love,Alan Jackson,37,37,12,2000-09-09
38,I Think I'm In Love With You,Jessica Simpson,27,21,11,2000-09-09
39,There You Go,P!nk,33,7,28,2000-09-09
40,One Voice,Billy Gilman,38,38,13,2000-09-09
41,Bag Lady,Erykah Badu,42,41,4,2000-09-09
42,Don't Think I'm Not,Kandi,49,42,6,2000-09-09
43,You're A God,Vertical Horizon,55,43,3,2000-09-09
44,The Light,Common,46,44,6,2000-09-09
45,I Will...But,SHeDAISY,47,45,9,2000-09-09
46,The Next Episode,Dr. Dre Featuring Snoop Dogg,44,23,16,2000-09-09
47,Case Of The Ex (Whatcha Gonna Do),Mya,52,47,4,2000-09-09
48,It's My Life,Bon Jovi,51,48,5,2000-09-09
49,What'Chu Like,Da Brat Featuring Tyrese,39,26,15,2000-09-09
50,I Turn To You,Christina Aguilera,43,3,22,2000-09-09
51,Separated,Avant,40,23,20,2000-09-09
52,What You Want,DMX Featuring Sisqo,57,52,11,2000-09-09
53,Your Everything,Keith Urban,59,53,9,2000-09-09
54,Dance With Me,Debelah Morgan,58,54,7,2000-09-09
55,You'll Always Be Loved By Me,Brooks & Dunn,56,55,14,2000-09-09
56,I Hope You Dance,Lee Ann Womack,54,32,18,2000-09-09
57,Aaron's Party (Come Get It),Aaron Carter,75,57,3,2000-09-09
58,Who Let The Dogs Out,Baha Men,61,54,8,2000-09-09
59,The Way I Am,Eminem,74,59,3,2000-09-09
60,It's Always Somethin',Joe Diffie,63,60,5,2000-09-09
61,Last Resort,Papa Roach,64,61,7,2000-09-09
62,Country Comes To Town,Toby Keith,66,62,6,2000-09-09
63,Go On,George Strait,67,63,3,2000-09-09
64,Treat Her Like A Lady,Joe,69,63,6,2000-09-09
65,I Wanna Be With You,Mandy Moore,53,24,13,2000-09-09
66,Kiss This,Aaron Tippin,72,66,3,2000-09-09
67,Let's Make Love,Faith Hill With Tim McGraw,73,67,5,2000-09-09
68,Whatever,Ideal Featuring Lil' Mo,60,47,14,2000-09-09
69,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,70,52,13,2000-09-09
70,Best Of Intentions,Travis Tritt,79,70,4,2000-09-09
71,Taking You Home,Don Henley,71,58,12,2000-09-09
72,Prayin' For Daylight,Rascal Flatts,65,38,19,2000-09-09
73,Deep Inside Of You,Third Eye Blind,80,73,2,2000-09-09
74,Open My Heart,Yolanda Adams,76,74,3,2000-09-09
75,Californication,Red Hot Chili Peppers,77,72,7,2000-09-09
76,Feels Like Love,Vince Gill,82,76,2,2000-09-09
77,Pinch Me,Barenaked Ladies,,77,1,2000-09-09
78,Change Your Mind,Sister Hazel,81,59,9,2000-09-09
79,There You Are,Martina McBride,,79,1,2000-09-09
80,I Will Love Again,Lara Fabian,68,32,14,2000-09-09
81,The Little Girl,John Michael Montgomery,,81,1,2000-09-09
82,Can't Fight The Moonlight,LeAnn Rimes,,82,1,2000-09-09
83,Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,94,83,5,2000-09-09
84,Dance Tonight,Lucy Pearl,84,36,17,2000-09-09
85,Gotta Tell You,Samantha Mumba,,85,1,2000-09-09
86,When You Need My Love,Darryl Worley,78,75,14,2000-09-09
87,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,91,87,2,2000-09-09
88,Simple Kind Of Life,No Doubt,85,38,11,2000-09-09
89,Flowers On The Wall,Eric Heatherly,83,50,20,2000-09-09
90,No Matter What They Say,Lil' Kim,86,60,9,2000-09-09
91,I'll Be,Reba McEntire,93,51,18,2000-09-09
92,Don't Call Me Baby,Madison Avenue,90,90,10,2000-09-09
93,Sour Girl,Stone Temple Pilots,95,78,10,2000-09-09
94,Bad Boyz,Shyne Featuring Barrington Levy,,94,1,2000-09-09
95,I Disappear,Metallica,98,76,18,2000-09-09
96,Baby U Are,Gerald Levert,92,89,4,2000-09-09
97,Pull Over,Trina,,97,1,2000-09-09
98,The Real Slim Shady,Eminem,88,4,19,2000-09-09
99,Kernkraft 400,Zombie Nation,99,99,2,2000-09-09
100,Ta Da,Lil' Mo,97,97,5,2000-09-09
1,Doesn't Really Matter,Janet,1,1,12,2000-09-02
2,Incomplete,Sisqo,2,1,11,2000-09-02
3,"Jumpin', Jumpin'",Destiny's Child,4,3,17,2000-09-02
4,Bent,matchbox twenty,3,1,19,2000-09-02
5,No More,Ruff Endz,7,5,10,2000-09-02
6,I Wanna Know,Joe,5,4,36,2000-09-02
7,Kryptonite,3 Doors Down,12,7,22,2000-09-02
8,Wifey,Next,19,8,15,2000-09-02
9,Absolutely (Story Of A Girl),Nine Days,8,6,18,2000-09-02
10,It's Gonna Be Me,'N Sync,6,1,18,2000-09-02
11,(Hot S**t) Country Grammar,Nelly,11,11,19,2000-09-02
12,I Need You,LeAnn Rimes,15,11,15,2000-09-02
13,Try Again,Aaliyah,9,1,25,2000-09-02
14,Music,Madonna,18,14,4,2000-09-02
15,He Wasn't Man Enough,Toni Braxton,13,2,25,2000-09-02
16,Higher,Creed,14,7,44,2000-09-02
17,Back Here,BBMak,16,13,19,2000-09-02
18,Everything You Want,Vertical Horizon,10,1,33,2000-09-02
19,Desert Rose,Sting Featuring Cheb Mami,17,17,17,2000-09-02
20,Let's Get Married,Jagged Edge,20,11,18,2000-09-02
21,Callin' Me,Lil' Zane Featuring 112,34,21,6,2000-09-02
22,Wonderful,Everclear,23,22,9,2000-09-02
23,Come On Over Baby (All I Want Is You),Christina Aguilera,29,23,5,2000-09-02
24,Bounce With Me,Lil Bow Wow Featuring Xscape,35,24,3,2000-09-02
25,Faded,SoulDecision Featuring Thrust,27,25,9,2000-09-02
26,Lucky,Britney Spears,28,26,4,2000-09-02
27,I Think I'm In Love With You,Jessica Simpson,21,21,10,2000-09-02
28,Purest Of Pain (A Puro Dolor),Son By Four,31,26,22,2000-09-02
29,You Sang To Me,Marc Anthony,26,2,28,2000-09-02
30,Breathe,Faith Hill,24,2,44,2000-09-02
31,That's The Way,Jo Dee Messina,25,25,11,2000-09-02
32,Just Be A Man About It,Toni Braxton,37,32,6,2000-09-02
33,There You Go,P!nk,22,7,27,2000-09-02
34,Give Me Just One Night (Una Noche),98 Degrees,39,34,3,2000-09-02
35,What About Now,Lonestar,30,30,13,2000-09-02
36,Most Girls,P!nk,52,36,4,2000-09-02
37,It Must Be Love,Alan Jackson,38,37,11,2000-09-02
38,One Voice,Billy Gilman,43,38,12,2000-09-02
39,What'Chu Like,Da Brat Featuring Tyrese,36,26,14,2000-09-02
40,Separated,Avant,33,23,19,2000-09-02
41,Shake Ya Ass,Mystikal,65,41,4,2000-09-02
42,Bag Lady,Erykah Badu,53,42,3,2000-09-02
43,I Turn To You,Christina Aguilera,40,3,21,2000-09-02
44,The Next Episode,Dr. Dre Featuring Snoop Dogg,32,23,15,2000-09-02
45,With Arms Wide Open,Creed,62,45,17,2000-09-02
46,The Light,Common,49,46,5,2000-09-02
47,I Will...But,SHeDAISY,48,47,8,2000-09-02
48,Smooth,Santana Featuring Rob Thomas,46,1,58,2000-09-02
49,Don't Think I'm Not,Kandi,61,49,5,2000-09-02
50,Big Pimpin',Jay-Z Featuring UGK,41,18,20,2000-09-02
51,It's My Life,Bon Jovi,51,51,4,2000-09-02
52,Case Of The Ex (Whatcha Gonna Do),Mya,57,52,3,2000-09-02
53,I Wanna Be With You,Mandy Moore,42,24,12,2000-09-02
54,I Hope You Dance,Lee Ann Womack,44,32,17,2000-09-02
55,You're A God,Vertical Horizon,64,55,2,2000-09-02
56,You'll Always Be Loved By Me,Brooks & Dunn,56,56,13,2000-09-02
57,What You Want,DMX Featuring Sisqo,58,57,10,2000-09-02
58,Dance With Me,Debelah Morgan,70,58,6,2000-09-02
59,Your Everything,Keith Urban,60,59,8,2000-09-02
60,Whatever,Ideal Featuring Lil' Mo,50,47,13,2000-09-02
61,Who Let The Dogs Out,Baha Men,54,54,7,2000-09-02
62,Where I Wanna Be,Donell Jones,55,29,20,2000-09-02
63,It's Always Somethin',Joe Diffie,67,63,4,2000-09-02
64,Last Resort,Papa Roach,66,64,6,2000-09-02
65,Prayin' For Daylight,Rascal Flatts,47,38,18,2000-09-02
66,Country Comes To Town,Toby Keith,69,66,5,2000-09-02
67,Go On,George Strait,71,67,2,2000-09-02
68,I Will Love Again,Lara Fabian,45,32,13,2000-09-02
69,Treat Her Like A Lady,Joe,63,63,5,2000-09-02
70,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,59,52,12,2000-09-02
71,Taking You Home,Don Henley,68,58,11,2000-09-02
72,Kiss This,Aaron Tippin,74,72,2,2000-09-02
73,Let's Make Love,Faith Hill With Tim McGraw,73,73,4,2000-09-02
74,The Way I Am,Eminem,87,74,2,2000-09-02
75,Aaron's Party (Come Get It),Aaron Carter,99,75,2,2000-09-02
76,Open My Heart,Yolanda Adams,76,76,2,2000-09-02
77,Californication,Red Hot Chili Peppers,79,72,6,2000-09-02
78,When You Need My Love,Darryl Worley,75,75,13,2000-09-02
79,Best Of Intentions,Travis Tritt,86,79,3,2000-09-02
80,Deep Inside Of You,Third Eye Blind,,80,1,2000-09-02
81,Change Your Mind,Sister Hazel,78,59,8,2000-09-02
82,Feels Like Love,Vince Gill,,82,1,2000-09-02
83,Flowers On The Wall,Eric Heatherly,77,50,19,2000-09-02
84,Dance Tonight,Lucy Pearl,72,36,16,2000-09-02
85,Simple Kind Of Life,No Doubt,80,38,10,2000-09-02
86,No Matter What They Say,Lil' Kim,81,60,8,2000-09-02
87,Broadway,Goo Goo Dolls,85,24,20,2000-09-02
88,The Real Slim Shady,Eminem,83,4,18,2000-09-02
89,As We Lay,Kelly Price,82,64,8,2000-09-02
90,Don't Call Me Baby,Madison Avenue,92,90,9,2000-09-02
91,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,,91,1,2000-09-02
92,Baby U Are,Gerald Levert,89,89,3,2000-09-02
93,I'll Be,Reba McEntire,84,51,17,2000-09-02
94,Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,98,94,4,2000-09-02
95,Sour Girl,Stone Temple Pilots,88,78,9,2000-09-02
96,Oops!...I Did It Again,Britney Spears,90,9,20,2000-09-02
97,Ta Da,Lil' Mo,97,97,4,2000-09-02
98,I Disappear,Metallica,94,76,17,2000-09-02
99,Kernkraft 400,Zombie Nation,,99,1,2000-09-02
100,The One,Backstreet Boys,93,30,15,2000-09-02
1,Doesn't Really Matter,Janet,5,1,11,2000-08-26
2,Incomplete,Sisqo,1,1,10,2000-08-26
3,Bent,matchbox twenty,2,1,18,2000-08-26
4,"Jumpin', Jumpin'",Destiny's Child,3,3,16,2000-08-26
5,I Wanna Know,Joe,8,4,35,2000-08-26
6,It's Gonna Be Me,'N Sync,4,1,17,2000-08-26
7,No More,Ruff Endz,10,7,9,2000-08-26
8,Absolutely (Story Of A Girl),Nine Days,7,6,17,2000-08-26
9,Try Again,Aaliyah,6,1,24,2000-08-26
10,Everything You Want,Vertical Horizon,9,1,32,2000-08-26
11,(Hot S**t) Country Grammar,Nelly,15,11,18,2000-08-26
12,Kryptonite,3 Doors Down,14,12,21,2000-08-26
13,He Wasn't Man Enough,Toni Braxton,13,2,24,2000-08-26
14,Higher,Creed,12,7,43,2000-08-26
15,I Need You,LeAnn Rimes,11,11,14,2000-08-26
16,Back Here,BBMak,16,13,18,2000-08-26
17,Desert Rose,Sting Featuring Cheb Mami,18,17,16,2000-08-26
18,Music,Madonna,23,18,3,2000-08-26
19,Wifey,Next,19,19,14,2000-08-26
20,Let's Get Married,Jagged Edge,17,11,17,2000-08-26
21,I Think I'm In Love With You,Jessica Simpson,21,21,9,2000-08-26
22,There You Go,P!nk,20,7,26,2000-08-26
23,Wonderful,Everclear,24,23,8,2000-08-26
24,Breathe,Faith Hill,22,2,43,2000-08-26
25,That's The Way,Jo Dee Messina,27,25,10,2000-08-26
26,You Sang To Me,Marc Anthony,25,2,27,2000-08-26
27,Faded,SoulDecision Featuring Thrust,35,27,8,2000-08-26
28,Lucky,Britney Spears,41,28,3,2000-08-26
29,Come On Over Baby (All I Want Is You),Christina Aguilera,45,29,4,2000-08-26
